Wind Speed,Total Rain,Barometric Pressure,Solar Radiation,Rain Intensity,Wind Direction,Maximum Wind Speed,month
1.1,69.8,994.6,0.0,0.0,276,2.2,6
1.1,69.8,994.6,0.0,0.0,276,2.2,6
1.1,69.8,994.6,0.0,0.0,276,2.2,6
1.4,162.1,994.0,2.0,0.0,333,3.4,6
1.4,162.1,994.0,2.0,0.0,333,3.4,6
1.4,162.1,994.0,2.0,0.0,333,3.4,6
4.9,0.0,993.6,0.0,0.0,285,5.1,6
4.9,0.0,993.6,0.0,0.0,285,5.1,6
4.9,0.0,993.6,0.0,0.0,285,5.1,6
0.6,162.1,994.1,42.0,0.0,335,1.5,6
0.6,162.1,994.1,42.0,0.0,335,1.5,6
0.6,162.1,994.1,42.0,0.0,335,1.5,6
1.1,69.8,994.8,105.0,0.0,327,2.4,6
1.1,69.8,994.8,105.0,0.0,327,2.4,6
1.1,69.8,994.8,105.0,0.0,327,2.4,6
3.1,0.0,993.6,0.0,0.0,280,3.6,6
3.1,0.0,993.6,0.0,0.0,280,3.6,6
3.1,0.0,993.6,0.0,0.0,280,3.6,6
0.9,162.1,994.2,192.0,0.0,309,2.5,6
0.9,162.1,994.2,192.0,0.0,309,2.5,6
2.6,0.0,993.9,0.0,0.0,301,3.0,6
2.6,0.0,993.9,0.0,0.0,301,3.0,6
2.0,162.1,994.2,364.0,0.0,276,3.4,6
2.0,162.1,994.2,364.0,0.0,276,3.4,6
2.0,162.1,994.2,364.0,0.0,276,3.4,6
3.2,0.0,993.9,0.0,0.0,259,3.6,6
3.2,0.0,993.9,0.0,0.0,259,3.6,6
3.2,0.0,993.9,0.0,0.0,259,3.6,6
1.2,69.8,994.8,445.0,0.0,338,2.7,6
1.2,69.8,994.8,445.0,0.0,338,2.7,6
1.2,69.8,994.8,445.0,0.0,338,2.7,6
2.4,0.0,993.9,0.0,0.0,21,2.7,6
2.4,0.0,993.9,0.0,0.0,21,2.7,6
2.4,0.0,993.9,0.0,0.0,21,2.7,6
0.8,69.8,994.7,610.0,0.0,41,3.2,6
0.8,69.8,994.7,610.0,0.0,41,3.2,6
0.8,69.8,994.7,610.0,0.0,41,3.2,6
2.6,162.1,994.0,539.0,0.0,33,3.9,6
2.6,162.1,994.0,539.0,0.0,33,3.9,6
2.6,162.1,994.0,539.0,0.0,33,3.9,6
1.2,69.8,994.7,837.0,0.0,90,2.5,6
1.2,69.8,994.7,837.0,0.0,90,2.5,6
1.2,69.8,994.7,837.0,0.0,90,2.5,6
3.4,0.0,993.6,0.0,0.0,313,3.7,6
3.4,0.0,993.6,0.0,0.0,313,3.7,6
3.4,0.0,993.6,0.0,0.0,313,3.7,6
3.3,162.1,994.1,811.0,0.0,69,4.1,6
3.3,162.1,994.1,811.0,0.0,69,4.1,6
3.3,162.1,994.1,811.0,0.0,69,4.1,6
0.9,69.8,994.4,888.0,0.0,128,2.4,6
0.9,69.8,994.4,888.0,0.0,128,2.4,6
0.9,69.8,994.4,888.0,0.0,128,2.4,6
2.0,0.0,993.6,0.0,0.0,354,2.2,6
2.0,0.0,993.6,0.0,0.0,354,2.2,6
2.0,0.0,993.6,0.0,0.0,354,2.2,6
2.2,162.1,994.0,885.0,0.0,83,3.8,6
2.2,162.1,994.0,885.0,0.0,83,3.8,6
2.2,162.1,994.0,885.0,0.0,83,3.8,6
0.4,162.1,993.2,886.0,0.0,155,1.5,6
0.4,162.1,993.2,886.0,0.0,155,1.5,6
1.3,0.0,992.9,0.0,0.0,261,1.4,6
1.3,0.0,992.9,0.0,0.0,261,1.4,6
3.3,0.0,991.9,0.0,0.0,159,3.7,6
3.3,0.0,991.9,0.0,0.0,159,3.7,6
0.7,162.1,992.0,818.0,0.0,148,1.0,6
0.7,162.1,992.0,818.0,0.0,148,1.0,6
4.0,0.0,991.2,0.0,0.0,109,4.4,6
4.0,0.0,991.2,0.0,0.0,109,4.4,6
4.0,0.0,991.2,0.0,0.0,109,4.4,6
0.0,162.1,991.4,694.0,0.0,0,1.4,6
0.0,162.1,991.4,694.0,0.0,0,1.4,6
0.0,162.1,991.4,694.0,0.0,0,1.4,6
1.7,69.8,992.1,632.0,0.0,136,3.9,6
1.7,69.8,992.1,632.0,0.0,136,3.9,6
1.7,69.8,992.1,632.0,0.0,136,3.9,6
1.3,162.1,990.9,536.0,0.0,154,3.6,6
1.3,162.1,990.9,536.0,0.0,154,3.6,6
1.3,162.1,990.9,536.0,0.0,154,3.6,6
4.6,0.0,990.5,0.0,0.0,130,4.9,6
4.6,0.0,990.5,0.0,0.0,130,4.9,6
4.6,0.0,990.5,0.0,0.0,130,4.9,6
1.3,69.8,991.7,30.0,0.0,116,2.6,6
1.3,69.8,991.7,30.0,0.0,116,2.6,6
1.3,69.8,991.7,30.0,0.0,116,2.6,6
2.5,162.1,990.3,355.0,0.0,105,5.2,6
2.5,162.1,990.3,355.0,0.0,105,5.2,6
2.5,162.1,990.3,355.0,0.0,105,5.2,6
3.8,0.0,989.8,0.0,0.0,135,4.3,6
3.8,0.0,989.8,0.0,0.0,135,4.3,6
3.8,0.0,989.8,0.0,0.0,135,4.3,6
1.9,69.8,991.0,25.0,0.0,115,3.7,6
1.9,69.8,991.0,25.0,0.0,115,3.7,6
1.9,69.8,991.0,25.0,0.0,115,3.7,6
3.8,0.0,989.8,0.0,0.0,124,4.4,6
3.8,0.0,989.8,0.0,0.0,124,4.4,6
3.8,0.0,989.8,0.0,0.0,124,4.4,6
1.4,69.8,990.6,19.0,0.0,119,3.4,6
1.4,69.8,990.6,19.0,0.0,119,3.4,6
1.4,69.8,990.6,19.0,0.0,119,3.4,6
0.0,162.1,990.2,189.0,0.0,0,0.8,6
0.0,162.1,990.2,189.0,0.0,0,0.8,6
0.0,162.1,990.2,189.0,0.0,0,0.8,6
2.2,0.0,990.2,0.0,0.0,131,3.2,6
2.2,0.0,990.2,0.0,0.0,131,3.2,6
2.2,0.0,990.2,0.0,0.0,131,3.2,6
1.2,162.1,990.3,15.0,0.0,153,2.8,6
1.2,162.1,990.3,15.0,0.0,153,2.8,6
1.2,162.1,990.3,15.0,0.0,153,2.8,6
0.8,69.8,990.9,10.0,0.0,121,2.1,6
0.8,69.8,990.9,10.0,0.0,121,2.1,6
0.8,69.8,990.9,10.0,0.0,121,2.1,6
1.5,0.0,990.5,0.0,0.0,163,1.6,6
1.5,0.0,990.5,0.0,0.0,163,1.6,6
1.5,0.0,990.5,0.0,0.0,163,1.6,6
0.4,162.1,990.7,1.0,0.0,128,1.0,6
0.4,162.1,990.7,1.0,0.0,128,1.0,6
0.4,162.1,990.7,1.0,0.0,128,1.0,6
0.7,69.8,991.2,127.9214127987057,0.0,124,2.0,6
0.7,69.8,991.2,127.9214127987057,0.0,124,2.0,6
0.7,69.8,991.2,127.9214127987057,0.0,124,2.0,6
0.9,162.1,990.8,0.0,0.0,138,1.3,6
0.9,162.1,990.8,0.0,0.0,138,1.3,6
0.9,162.1,990.8,0.0,0.0,138,1.3,6
1.0,0.0,990.5,0.0,0.0,174,1.1,6
1.0,0.0,990.5,0.0,0.0,174,1.1,6
1.0,0.0,990.5,0.0,0.0,174,1.1,6
0.0,69.8,991.4,127.9214127987057,0.0,347,0.6,6
0.0,69.8,991.4,127.9214127987057,0.0,347,0.6,6
0.0,69.8,991.4,127.9214127987057,0.0,347,0.6,6
1.6,0.0,990.5,0.0,0.0,290,1.7,6
1.6,0.0,990.5,0.0,0.0,290,1.7,6
1.6,0.0,990.5,0.0,0.0,290,1.7,6
0.5,69.8,991.4,127.9214127987057,0.0,25,0.6,6
0.5,69.8,991.4,127.9214127987057,0.0,25,0.6,6
0.5,69.8,991.4,127.9214127987057,0.0,25,0.6,6
0.8,162.1,991.0,1.0,0.0,247,1.1,6
0.8,162.1,991.0,1.0,0.0,247,1.1,6
0.8,162.1,991.0,1.0,0.0,247,1.1,6
1.4,0.0,990.5,0.0,0.0,210,1.5,6
1.4,0.0,990.5,0.0,0.0,210,1.5,6
1.4,0.0,990.5,0.0,0.0,210,1.5,6
0.0,69.8,991.4,127.9214127987057,0.0,0,0.6,6
0.0,69.8,991.4,127.9214127987057,0.0,0,0.6,6
0.0,69.8,991.4,127.9214127987057,0.0,0,0.6,6
0.8,162.1,990.9,0.0,0.0,251,1.4,6
0.8,162.1,990.9,0.0,0.0,251,1.4,6
0.8,162.1,990.9,0.0,0.0,251,1.4,6
1.3,0.0,990.5,0.0,0.0,204,1.6,6
1.3,0.0,990.5,0.0,0.0,204,1.6,6
1.3,0.0,990.5,0.0,0.0,204,1.6,6
2.0,162.1,990.9,0.0,0.0,238,2.5,6
2.0,162.1,990.9,0.0,0.0,238,2.5,6
2.0,162.1,990.9,0.0,0.0,238,2.5,6
0.7,69.8,991.1,127.9214127987057,0.0,260,2.0,6
0.7,69.8,991.1,127.9214127987057,0.0,260,2.0,6
0.7,69.8,991.1,127.9214127987057,0.0,260,2.0,6
2.0,162.1,990.4,0.0,0.0,234,2.5,6
2.0,162.1,990.4,0.0,0.0,234,2.5,6
2.0,162.1,990.4,0.0,0.0,234,2.5,6
0.7,69.8,990.9,127.9214127987057,0.0,279,1.6,6
0.7,69.8,990.9,127.9214127987057,0.0,279,1.6,6
0.7,69.8,990.9,127.9214127987057,0.0,279,1.6,6
1.2,0.0,990.2,0.0,0.0,222,1.3,6
1.2,0.0,990.2,0.0,0.0,222,1.3,6
1.2,0.0,990.2,0.0,0.0,222,1.3,6
1.3,0.0,990.2,0.0,0.0,265,1.5,6
1.3,0.0,990.2,0.0,0.0,265,1.5,6
1.3,0.0,990.2,0.0,0.0,265,1.5,6
0.9,69.8,991.0,127.9214127987057,0.0,278,1.6,6
0.9,69.8,991.0,127.9214127987057,0.0,278,1.6,6
0.9,69.8,991.0,127.9214127987057,0.0,278,1.6,6
2.2,162.1,990.4,1.0,0.0,241,2.6,6
2.2,162.1,990.4,1.0,0.0,241,2.6,6
2.2,162.1,990.4,1.0,0.0,241,2.6,6
1.0,0.0,990.5,0.0,0.0,244,1.3,6
1.0,0.0,990.5,0.0,0.0,244,1.3,6
1.0,0.0,990.5,0.0,0.0,244,1.3,6
1.8,69.8,991.2,127.9214127987057,0.0,257,2.7,6
1.8,69.8,991.2,127.9214127987057,0.0,257,2.7,6
1.8,69.8,991.2,127.9214127987057,0.0,257,2.7,6
2.0,162.1,990.9,0.0,0.0,253,3.3,6
2.0,162.1,990.9,0.0,0.0,253,3.3,6
2.0,162.1,990.9,0.0,0.0,253,3.3,6
1.0,69.8,991.5,127.9214127987057,0.0,259,2.5,6
1.0,69.8,991.5,127.9214127987057,0.0,259,2.5,6
2.1,162.1,991.2,1.0,0.0,249,3.1,6
2.1,162.1,991.2,1.0,0.0,249,3.1,6
2.0,69.8,992.0,1.0,0.0,261,5.5,6
2.0,69.8,992.0,1.0,0.0,261,5.5,6
2.0,69.8,992.0,1.0,0.0,261,5.5,6
3.6,162.1,991.5,3.0,0.0,266,6.3,6
3.6,162.1,991.5,3.0,0.0,266,6.3,6
3.6,162.1,991.5,3.0,0.0,266,6.3,6
2.1,0.0,991.2,0.0,0.0,219,2.5,6
2.1,0.0,991.2,0.0,0.0,219,2.5,6
2.1,0.0,991.2,0.0,0.0,219,2.5,6
5.6,162.1,991.7,19.0,0.0,264,8.5,6
5.6,162.1,991.7,19.0,0.0,264,8.5,6
5.6,162.1,991.7,19.0,0.0,264,8.5,6
2.6,69.8,992.0,20.0,0.0,251,4.7,6
2.6,69.8,992.0,20.0,0.0,251,4.7,6
2.6,69.8,992.0,20.0,0.0,251,4.7,6
4.2,0.0,991.2,0.0,0.0,204,4.8,6
4.2,0.0,991.2,0.0,0.0,204,4.8,6
4.2,0.0,991.2,0.0,0.0,204,4.8,6
3.4,162.1,990.8,65.0,0.0,241,5.6,6
3.4,162.1,990.8,65.0,0.0,241,5.6,6
1.6,0.0,990.5,0.0,0.0,242,2.1,6
1.6,0.0,990.5,0.0,0.0,242,2.1,6
1.1,69.8,990.5,256.0,0.0,291,3.1,6
1.1,69.8,990.5,256.0,0.0,291,3.1,6
1.1,69.8,990.5,256.0,0.0,291,3.1,6
2.4,162.1,990.4,196.0,0.0,228,4.6,6
2.4,162.1,990.4,196.0,0.0,228,4.6,6
2.4,162.1,990.4,196.0,0.0,228,4.6,6
1.1,0.0,989.8,0.0,0.0,312,1.7,6
1.1,0.0,989.8,0.0,0.0,312,1.7,6
1.1,0.0,989.8,0.0,0.0,312,1.7,6
2.8,162.1,990.7,318.0,0.0,253,5.8,6
2.8,162.1,990.7,318.0,0.0,253,5.8,6
2.0,69.8,991.3,205.0,0.0,349,6.0,6
2.0,69.8,991.3,205.0,0.0,349,6.0,6
1.5,69.9,993.5,43.0,1.2,348,3.3,6
1.5,69.9,993.5,43.0,1.2,348,3.3,6
1.5,69.9,993.5,43.0,1.2,348,3.3,6
2.4,162.2,993.0,45.0,1.8,283,5.8,6
2.4,162.2,993.0,45.0,1.8,283,5.8,6
2.4,162.2,993.0,45.0,1.8,283,5.8,6
4.3,0.0,992.9,0.0,0.0,241,5.1,6
4.3,0.0,992.9,0.0,0.0,241,5.1,6
4.3,0.0,992.9,0.0,0.0,241,5.1,6
0.4,73.1,989.7,154.0,0.0,113,1.5,6
0.4,73.1,989.7,154.0,0.0,113,1.5,6
0.4,73.1,989.7,154.0,0.0,113,1.5,6
3.0,169.2,988.5,123.0,1.2,177,5.7,6
3.0,169.2,988.5,123.0,1.2,177,5.7,6
3.0,169.2,988.5,123.0,1.2,177,5.7,6
1.4,0.0,989.2,0.0,0.0,193,1.8,6
1.4,0.0,989.2,0.0,0.0,193,1.8,6
1.4,0.0,989.2,0.0,0.0,193,1.8,6
2.1,0.0,990.2,0.0,0.0,212,2.5,6
2.1,0.0,990.2,0.0,0.0,212,2.5,6
4.8,169.3,990.2,508.0,0.0,253,7.9,6
4.8,169.3,990.2,508.0,0.0,253,7.9,6
2.4,73.1,990.3,163.0,0.0,29,4.2,6
2.4,73.1,990.3,163.0,0.0,29,4.2,6
2.4,73.1,990.3,163.0,0.0,29,4.2,6
0.5,0.0,989.5,0.0,0.0,289,0.8,6
0.5,0.0,989.5,0.0,0.0,289,0.8,6
0.5,0.0,989.5,0.0,0.0,289,0.8,6
2.2,169.3,989.9,521.0,0.0,281,3.5,6
2.2,169.3,989.9,521.0,0.0,281,3.5,6
2.2,169.3,989.9,521.0,0.0,281,3.5,6
1.3,73.1,990.1,276.0,0.0,102,2.1,6
1.3,73.1,990.1,276.0,0.0,102,2.1,6
1.3,73.1,990.1,276.0,0.0,102,2.1,6
0.4,0.0,989.5,0.0,0.0,191,0.5,6
0.4,0.0,989.5,0.0,0.0,191,0.5,6
0.4,0.0,989.5,0.0,0.0,191,0.5,6
2.4,169.3,989.6,308.0,0.0,83,3.2,6
2.4,169.3,989.6,308.0,0.0,83,3.2,6
2.4,169.3,989.6,308.0,0.0,83,3.2,6
2.3,0.0,989.2,0.0,0.0,120,2.7,6
2.3,0.0,989.2,0.0,0.0,120,2.7,6
2.3,0.0,989.2,0.0,0.0,120,2.7,6
2.9,169.5,989.7,33.0,0.0,228,4.7,6
2.9,169.5,989.7,33.0,0.0,228,4.7,6
2.9,169.5,989.7,33.0,0.0,228,4.7,6
1.5,73.1,990.1,74.0,0.0,114,3.1,6
1.5,73.1,990.1,74.0,0.0,114,3.1,6
1.5,73.1,990.1,74.0,0.0,114,3.1,6
2.6,0.0,988.5,0.0,0.0,143,3.0,6
2.6,0.0,988.5,0.0,0.0,143,3.0,6
2.6,0.0,988.5,0.0,0.0,143,3.0,6
3.1,178.8,989.1,151.0,0.0,191,4.8,6
3.1,178.8,989.1,151.0,0.0,191,4.8,6
3.1,178.8,989.1,151.0,0.0,191,4.8,6
1.1,73.5,989.5,153.0,0.0,197,2.8,6
1.1,73.5,989.5,153.0,0.0,197,2.8,6
1.1,73.5,989.5,153.0,0.0,197,2.8,6
1.0,0.0,987.8,0.0,0.0,72,1.5,6
1.0,0.0,987.8,0.0,0.0,72,1.5,6
0.7,178.8,988.0,141.0,0.0,146,1.1,6
0.7,178.8,988.0,141.0,0.0,146,1.1,6
1.8,73.5,987.5,57.0,0.0,100,3.8,6
1.8,73.5,987.5,57.0,0.0,100,3.8,6
1.8,73.5,987.5,57.0,0.0,100,3.8,6
3.0,0.0,986.8,0.0,0.0,140,4.1,6
3.0,0.0,986.8,0.0,0.0,140,4.1,6
3.0,0.0,986.8,0.0,0.0,140,4.1,6
0.4,178.8,987.1,79.0,0.0,153,1.0,6
0.4,178.8,987.1,79.0,0.0,153,1.0,6
0.4,178.8,987.1,79.0,0.0,153,1.0,6
2.3,73.5,985.6,127.9214127987057,0.0,101,5.4,6
2.3,73.5,985.6,127.9214127987057,0.0,101,5.4,6
2.3,73.5,985.6,127.9214127987057,0.0,101,5.4,6
1.7,178.8,985.0,2.0,0.0,151,3.0,6
1.7,178.8,985.0,2.0,0.0,151,3.0,6
1.7,178.8,985.0,2.0,0.0,151,3.0,6
3.8,0.0,985.1,0.0,0.0,139,4.6,6
3.8,0.0,985.1,0.0,0.0,139,4.6,6
3.8,0.0,985.1,0.0,0.0,139,4.6,6
2.5,79.3,987.5,0.0,5.4,68,6.1,6
2.5,79.3,987.5,0.0,5.4,68,6.1,6
2.5,79.3,987.5,0.0,5.4,68,6.1,6
3.3,0.0,987.1,0.0,0.0,61,3.9,6
3.3,0.0,987.1,0.0,0.0,61,3.9,6
3.3,0.0,987.1,0.0,0.0,61,3.9,6
12.9,186.5,985.8,1.0,33.0,35,19.5,6
12.9,186.5,985.8,1.0,33.0,35,19.5,6
12.9,186.5,985.8,1.0,33.0,35,19.5,6
1.5,190.5,987.0,1.0,0.0,105,4.1,6
1.5,190.5,987.0,1.0,0.0,105,4.1,6
1.5,190.5,987.0,1.0,0.0,105,4.1,6
1.1,80.9,987.9,127.9214127987057,0.0,99,2.0,6
1.1,80.9,987.9,127.9214127987057,0.0,99,2.0,6
1.1,80.9,987.9,127.9214127987057,0.0,99,2.0,6
2.5,0.0,987.1,0.0,0.0,69,2.8,6
2.5,0.0,987.1,0.0,0.0,69,2.8,6
2.5,0.0,987.1,0.0,0.0,69,2.8,6
0.4,0.0,986.5,0.0,0.0,10,0.7,6
0.4,0.0,986.5,0.0,0.0,10,0.7,6
0.4,0.0,986.5,0.0,0.0,10,0.7,6
1.3,80.9,987.3,127.9214127987057,0.0,117,3.0,6
1.3,80.9,987.3,127.9214127987057,0.0,117,3.0,6
1.3,80.9,987.3,127.9214127987057,0.0,117,3.0,6
1.9,190.5,986.4,1.0,0.0,99,3.9,6
1.9,190.5,986.4,1.0,0.0,99,3.9,6
1.9,190.5,986.4,1.0,0.0,99,3.9,6
0.7,80.9,987.3,127.9214127987057,0.0,128,2.3,6
0.7,80.9,987.3,127.9214127987057,0.0,128,2.3,6
0.7,80.9,987.3,127.9214127987057,0.0,128,2.3,6
0.9,0.0,986.8,0.0,0.0,86,1.3,6
0.9,0.0,986.8,0.0,0.0,86,1.3,6
0.9,0.0,986.8,0.0,0.0,86,1.3,6
1.2,190.5,986.6,1.0,0.0,104,2.3,6
1.2,190.5,986.6,1.0,0.0,104,2.3,6
1.2,190.5,986.6,1.0,0.0,104,2.3,6
1.0,0.0,986.5,0.0,0.0,104,1.2,6
1.0,0.0,986.5,0.0,0.0,104,1.2,6
1.0,0.0,986.5,0.0,0.0,104,1.2,6
1.0,80.9,986.9,127.9214127987057,0.0,89,3.0,6
1.0,80.9,986.9,127.9214127987057,0.0,89,3.0,6
1.0,80.9,986.9,127.9214127987057,0.0,89,3.0,6
0.4,190.5,986.3,1.0,0.0,160,1.1,6
0.4,190.5,986.3,1.0,0.0,160,1.1,6
0.4,190.5,986.3,1.0,0.0,160,1.1,6
1.3,190.5,985.8,1.0,0.0,67,1.7,6
1.3,190.5,985.8,1.0,0.0,67,1.7,6
1.3,190.5,985.8,1.0,0.0,67,1.7,6
1.9,80.9,986.4,127.9214127987057,0.0,19,2.5,6
1.9,80.9,986.4,127.9214127987057,0.0,19,2.5,6
1.9,80.9,986.4,127.9214127987057,0.0,19,2.5,6
1.7,0.0,985.8,0.0,0.0,354,2.0,6
1.7,0.0,985.8,0.0,0.0,354,2.0,6
1.7,0.0,985.8,0.0,0.0,354,2.0,6
1.0,0.0,986.1,0.0,0.0,1,1.3,6
1.0,0.0,986.1,0.0,0.0,1,1.3,6
1.0,0.0,986.1,0.0,0.0,1,1.3,6
0.7,80.9,986.9,127.9214127987057,0.0,49,1.0,6
0.7,80.9,986.9,127.9214127987057,0.0,49,1.0,6
0.7,80.9,986.9,127.9214127987057,0.0,49,1.0,6
2.2,190.5,986.3,1.0,0.0,21,3.9,6
2.2,190.5,986.3,1.0,0.0,21,3.9,6
2.2,190.5,986.3,1.0,0.0,21,3.9,6
1.8,0.0,986.8,0.0,0.0,350,2.0,6
1.8,0.0,986.8,0.0,0.0,350,2.0,6
1.8,0.0,986.8,0.0,0.0,350,2.0,6
2.4,80.9,987.5,127.9214127987057,0.0,359,3.2,6
2.4,80.9,987.5,127.9214127987057,0.0,359,3.2,6
2.4,80.9,987.5,127.9214127987057,0.0,359,3.2,6
2.3,190.5,986.3,1.0,0.0,1,3.4,6
2.3,190.5,986.3,1.0,0.0,1,3.4,6
2.3,190.5,986.3,1.0,0.0,1,3.4,6
0.9,0.0,986.5,0.0,0.0,14,1.3,6
0.9,0.0,986.5,0.0,0.0,14,1.3,6
0.9,0.0,986.5,0.0,0.0,14,1.3,6
2.2,80.9,987.0,0.0,0.0,5,2.8,6
2.2,80.9,987.0,0.0,0.0,5,2.8,6
2.2,80.9,987.0,0.0,0.0,5,2.8,6
3.5,190.5,986.5,1.0,0.0,12,5.9,6
3.5,190.5,986.5,1.0,0.0,12,5.9,6
3.5,190.5,986.5,1.0,0.0,12,5.9,6
1.8,190.5,986.8,22.0,0.0,8,2.8,6
1.8,190.5,986.8,22.0,0.0,8,2.8,6
1.8,190.5,986.8,22.0,0.0,8,2.8,6
1.8,0.0,986.8,0.0,0.0,17,2.1,6
1.8,0.0,986.8,0.0,0.0,17,2.1,6
1.8,0.0,986.8,0.0,0.0,17,2.1,6
1.4,80.9,987.5,16.0,0.0,355,1.7,6
1.4,80.9,987.5,16.0,0.0,355,1.7,6
1.4,80.9,987.5,16.0,0.0,355,1.7,6
2.3,190.5,987.8,53.0,0.0,6,3.5,6
2.3,190.5,987.8,53.0,0.0,6,3.5,6
2.3,190.5,987.8,53.0,0.0,6,3.5,6
2.2,80.9,988.2,32.0,0.0,16,3.2,6
2.2,80.9,988.2,32.0,0.0,16,3.2,6
2.2,80.9,988.2,32.0,0.0,16,3.2,6
2.1,0.0,987.5,0.0,0.0,17,2.5,6
2.1,0.0,987.5,0.0,0.0,17,2.5,6
2.1,0.0,987.5,0.0,0.0,17,2.5,6
2.0,80.9,988.8,66.0,0.0,24,2.4,6
2.0,80.9,988.8,66.0,0.0,24,2.4,6
2.0,80.9,988.8,66.0,0.0,24,2.4,6
3.1,190.5,988.1,98.0,0.0,13,5.4,6
3.1,190.5,988.1,98.0,0.0,13,5.4,6
3.1,190.5,988.1,98.0,0.0,13,5.4,6
1.1,0.0,988.1,0.0,0.0,11,1.6,6
1.1,0.0,988.1,0.0,0.0,11,1.6,6
1.1,0.0,988.1,0.0,0.0,11,1.6,6
3.2,190.5,989.0,165.0,0.0,18,5.7,6
3.2,190.5,989.0,165.0,0.0,18,5.7,6
3.2,190.5,989.0,165.0,0.0,18,5.7,6
1.1,0.0,989.2,0.0,0.0,17,1.3,6
1.1,0.0,989.2,0.0,0.0,17,1.3,6
1.1,0.0,989.2,0.0,0.0,17,1.3,6
2.7,80.9,989.8,110.0,0.0,30,3.4,6
2.7,80.9,989.8,110.0,0.0,30,3.4,6
2.7,80.9,989.8,110.0,0.0,30,3.4,6
1.6,0.0,989.5,0.0,0.0,0,1.8,6
1.6,0.0,989.5,0.0,0.0,0,1.8,6
1.6,0.0,989.5,0.0,0.0,0,1.8,6
1.6,80.9,990.3,162.0,0.0,16,2.3,6
1.6,80.9,990.3,162.0,0.0,16,2.3,6
1.6,80.9,990.3,162.0,0.0,16,2.3,6
2.9,190.5,989.6,247.0,0.0,18,4.4,6
2.9,190.5,989.6,247.0,0.0,18,4.4,6
2.9,190.5,989.6,247.0,0.0,18,4.4,6
3.0,0.0,989.8,0.0,0.0,339,3.3,6
3.0,0.0,989.8,0.0,0.0,339,3.3,6
3.0,0.0,989.8,0.0,0.0,339,3.3,6
4.0,190.5,989.8,597.0,0.0,15,6.5,6
4.0,190.5,989.8,597.0,0.0,15,6.5,6
4.0,190.5,989.8,597.0,0.0,15,6.5,6
2.5,80.9,990.5,295.0,0.0,8,3.9,6
2.5,80.9,990.5,295.0,0.0,8,3.9,6
2.5,80.9,990.5,295.0,0.0,8,3.9,6
4.6,190.5,990.0,407.0,0.0,18,7.1,6
4.6,190.5,990.0,407.0,0.0,18,7.1,6
2.1,0.0,990.2,0.0,0.0,334,2.5,6
2.1,0.0,990.2,0.0,0.0,334,2.5,6
2.1,0.0,990.2,0.0,0.0,358,2.4,6
2.1,0.0,990.2,0.0,0.0,358,2.4,6
2.1,0.0,990.2,0.0,0.0,358,2.4,6
2.5,190.5,990.3,599.0,0.0,18,3.8,6
2.5,190.5,990.3,599.0,0.0,18,3.8,6
2.5,190.5,990.3,599.0,0.0,18,3.8,6
2.5,80.9,990.9,502.0,0.0,30,3.0,6
2.5,80.9,990.9,502.0,0.0,30,3.0,6
2.5,80.9,990.9,502.0,0.0,30,3.0,6
2.3,80.9,991.3,452.0,0.0,30,3.0,6
2.3,80.9,991.3,452.0,0.0,30,3.0,6
2.3,80.9,991.3,452.0,0.0,30,3.0,6
0.5,0.0,990.5,0.0,0.0,333,0.9,6
0.5,0.0,990.5,0.0,0.0,333,0.9,6
0.5,0.0,990.5,0.0,0.0,333,0.9,6
1.9,190.5,990.5,653.0,0.0,15,3.7,6
1.9,190.5,990.5,653.0,0.0,15,3.7,6
1.9,190.5,990.5,653.0,0.0,15,3.7,6
4.5,0.0,991.2,0.0,0.0,0,5.6,6
4.5,0.0,991.2,0.0,0.0,0,5.6,6
4.5,0.0,991.2,0.0,0.0,0,5.6,6
2.5,190.5,990.9,935.0,0.0,25,4.3,6
2.5,190.5,990.9,935.0,0.0,25,4.3,6
2.5,190.5,990.9,935.0,0.0,25,4.3,6
4.1,80.9,991.9,226.0,0.0,17,5.3,6
4.1,80.9,991.9,226.0,0.0,17,5.3,6
4.1,80.9,991.9,226.0,0.0,17,5.3,6
5.9,190.5,990.8,668.0,0.0,25,9.3,6
5.9,190.5,990.8,668.0,0.0,25,9.3,6
4.8,0.0,991.2,0.0,0.0,5,6.1,6
4.8,0.0,991.2,0.0,0.0,5,6.1,6
5.6,190.5,991.1,513.0,0.0,19,8.6,6
5.6,190.5,991.1,513.0,0.0,19,8.6,6
3.1,0.0,991.2,0.0,0.0,344,4.4,6
3.1,0.0,991.2,0.0,0.0,344,4.4,6
5.1,190.5,991.1,340.0,0.0,12,7.9,6
5.1,190.5,991.1,340.0,0.0,12,7.9,6
2.6,0.0,991.2,0.0,0.0,345,2.9,6
2.6,0.0,991.2,0.0,0.0,345,2.9,6
5.4,190.5,991.5,58.0,0.0,18,8.6,6
5.4,190.5,991.5,58.0,0.0,18,8.6,6
4.8,0.0,991.5,0.0,0.0,358,5.9,6
4.8,0.0,991.5,0.0,0.0,358,5.9,6
3.4,0.0,991.9,0.0,0.0,3,3.8,6
3.4,0.0,991.9,0.0,0.0,3,3.8,6
6.3,190.5,991.4,21.0,0.0,16,9.5,6
6.3,190.5,991.4,21.0,0.0,16,9.5,6
6.8,190.5,991.8,1.0,0.0,13,9.7,6
6.8,190.5,991.8,1.0,0.0,13,9.7,6
